	ensembl_gene_id	external_gene_id
22831	ENSMUSG00000085841	Gm4954
22832	ENSMUSG00000095307	Gm12573
22833	ENSMUSG00000026791	Slc2a8
22834	ENSMUSG00000081207	Gm13775
22835	ENSMUSG00000038745	Nlrp6
22836	ENSMUSG00000073422	H2-Ke6
22837	ENSMUSG00000086925	Gm6286
22838	ENSMUSG00000039953	Clstn1
22839	ENSMUSG00000090090	Mup-ps16
22840	ENSMUSG00000093538	Gm20711
22841	ENSMUSG00000058622	Gm5265
22842	ENSMUSG00000040322	Slc25a24
22843	ENSMUSG00000000183	Fgf6
22844	ENSMUSG00000038990	Cables2
22845	ENSMUSG00000083266	Gm12572
22846	ENSMUSG00000089990	Gm15852
22847	ENSMUSG00000081755	Gm12574
22848	ENSMUSG00000096964	Gm6345
22849	ENSMUSG00000036198	Arhgap36
22850	ENSMUSG00000081053	Mup-ps17
22851	ENSMUSG00000000182	Fgf23
22852	ENSMUSG00000028651	Ppie
22853	ENSMUSG00000004892	Bcan
22854	ENSMUSG00000053925	Gm9929
22855	ENSMUSG00000042354	Gnl3
22856	ENSMUSG00000082363	Mup-ps18
22857	ENSMUSG00000089838	Gm2962
22858	ENSMUSG00000079137	Rpl27-ps1
22859	ENSMUSG00000091993	B930036N10Rik
22860	ENSMUSG00000082644	Mup-ps19
22861	ENSMUSG00000059058	Tma7-ps
22862	ENSMUSG00000089803	Gm10171
22863	ENSMUSG00000027655	Dhx35
22864	ENSMUSG00000092085	Gm17224
22865	ENSMUSG00000025163	Cd7
22866	ENSMUSG00000055932	Fto
22867	ENSMUSG00000038028	9630033F20Rik
22868	ENSMUSG00000085184	4933439K11Rik
22869	ENSMUSG00000090425	Efna5
22870	ENSMUSG00000068523	Gng5
22871	ENSMUSG00000071419	Rps15-ps2
22872	ENSMUSG00000073471	Rsph3a
22873	ENSMUSG00000066680	Olfr1407-ps1
22874	ENSMUSG00000090222	Gm16340
22875	ENSMUSG00000087095	Emx2os
22876	ENSMUSG00000014850	Msh3
22877	ENSMUSG00000087082	Gm15423
22878	ENSMUSG00000090965	Gm17203
22879	ENSMUSG00000000901	Mmp11
22880	ENSMUSG00000089657	Gm16585
22881	ENSMUSG00000028438	Kif24
22882	ENSMUSG00000061983	Rps12
22883	ENSMUSG00000070489	4930527J03Rik
22884	ENSMUSG00000028187	Rpf1
22885	ENSMUSG00000052236	Gm9871
22886	ENSMUSG00000086350	B230369F24Rik
22887	ENSMUSG00000023965	Fbxl17
22888	ENSMUSG00000062031	Athl1
22889	ENSMUSG00000089788	Gm16586
22890	ENSMUSG00000000385	Tmprss2
22891	ENSMUSG00000046093	Hpcal4
22892	ENSMUSG00000049593	Lce1h
22893	ENSMUSG00000089713	Gm16564
22894	ENSMUSG00000096474	Gm5561
22895	ENSMUSG00000082395	Gm15480
22896	ENSMUSG00000068888	Lce1i
22897	ENSMUSG00000028185	Dnase2b
22898	ENSMUSG00000030075	Cntn3
22899	ENSMUSG00000073485	Gm16067
22900	ENSMUSG00000039364	Sectm1b
22901	ENSMUSG00000022443	Myh9
22902	ENSMUSG00000091378	Gm4219
22903	ENSMUSG00000068887	Lce1j
22904	ENSMUSG00000085563	2210411M09Rik
22905	ENSMUSG00000027829	Ccnl1
22906	ENSMUSG00000043623	4933412A08Rik
22907	ENSMUSG00000095870	Lce1k
22908	ENSMUSG00000083036	Gm15959
22909	ENSMUSG00000020485	Supt4a
22910	ENSMUSG00000054135	A430110L20Rik
22911	ENSMUSG00000096578	Gm9529
22912	ENSMUSG00000035367	Rmi1
22913	ENSMUSG00000081214	Rpl35a-ps2
22914	ENSMUSG00000037455	Slc18b1
22915	ENSMUSG00000096146	Kcnj11
22916	ENSMUSG00000024186	Rgs11
22917	ENSMUSG00000089888	Gm16547
22918	ENSMUSG00000059832	Kprp
22919	ENSMUSG00000074733	5830428H23Rik
22920	ENSMUSG00000054958	Nt5c1a
22921	ENSMUSG00000089927	Gm16539
22922	ENSMUSG00000023020	Cox14
22923	ENSMUSG00000056699	Gm5533
22924	ENSMUSG00000028186	Uox
22925	ENSMUSG00000029229	Chic2
22926	ENSMUSG00000035595	1600002K03Rik
22927	ENSMUSG00000097260	Gm5706
22928	ENSMUSG00000025489	Ifitm5
22929	ENSMUSG00000092578	4930488B22Rik
22930	ENSMUSG00000060591	Ifitm2
22931	ENSMUSG00000042133	Ppig
22932	ENSMUSG00000021553	Slc28a3
22933	ENSMUSG00000032744	Heyl
22934	ENSMUSG00000046676	Lce1l
22935	ENSMUSG00000051295	9630028B13Rik
22936	ENSMUSG00000025165	Sectm1a
22937	ENSMUSG00000040136	Abcc8
22938	ENSMUSG00000035946	Gsx2
22939	ENSMUSG00000097935	Gm3809
22940	ENSMUSG00000021707	Dhfr
22941	ENSMUSG00000022788	Fgd4
22942	ENSMUSG00000089831	Gm15508
22943	ENSMUSG00000022799	Arhgap31
22944	ENSMUSG00000089947	Gm15509
22945	ENSMUSG00000025491	Ifitm1
22946	ENSMUSG00000045506	A930002H24Rik
22947	ENSMUSG00000005251	Ripk4
22948	ENSMUSG00000038172	Ttc39b
22949	ENSMUSG00000090314	2310050C09Rik
22950	ENSMUSG00000089730	1700007P06Rik
22951	ENSMUSG00000027078	Ube2l6
22952	ENSMUSG00000032479	Map4
22953	ENSMUSG00000079045	Gm17566
22954	ENSMUSG00000054325	Lce3a
22955	ENSMUSG00000045410	Akr1e1
22956	ENSMUSG00000073478	D730003I15Rik
22957	ENSMUSG00000037210	Fam193a
22958	ENSMUSG00000097416	Gm26670
22959	ENSMUSG00000084309	Mup-ps20
22960	ENSMUSG00000025492	Ifitm3
22961	ENSMUSG00000089812	Gm15867
22962	ENSMUSG00000083524	Mup-ps21
22963	ENSMUSG00000039337	Tex19.2
22964	ENSMUSG00000029422	Rsrc2
22965	ENSMUSG00000090080	Gm15872
22966	ENSMUSG00000000127	Fer
22967	ENSMUSG00000059108	Ifitm6
22968	ENSMUSG00000089683	4930570N18Rik
22969	ENSMUSG00000000184	Ccnd2
22970	ENSMUSG00000023021	Cers5
22971	ENSMUSG00000091441	Gm17387
22972	ENSMUSG00000045034	Ankrd34b
22973	ENSMUSG00000089688	1600010F14Rik
22974	ENSMUSG00000027077	Smtnl1
22975	ENSMUSG00000097850	4631405K08Rik
22976	ENSMUSG00000004894	Hapln2
22977	ENSMUSG00000062365	Gm4968
22978	ENSMUSG00000073664	Nbeal1
22979	ENSMUSG00000020080	Hkdc1
22980	ENSMUSG00000055629	B4galnt4
22981	ENSMUSG00000042031	Lce3b
22982	ENSMUSG00000026775	Yme1l1
22983	ENSMUSG00000090202	4930503B20Rik
22984	ENSMUSG00000059866	Tnip2
22985	ENSMUSG00000055452	Gm7353
22986	ENSMUSG00000031576	Kcnu1
22987	ENSMUSG00000003070	Efna2
22988	ENSMUSG00000075419	Dolk
22989	ENSMUSG00000037997	Parp11
22990	ENSMUSG00000038980	Rbbp8nl
22991	ENSMUSG00000045475	Lce3c
22992	ENSMUSG00000034156	Bzrap1
22993	ENSMUSG00000014039	Prdm15
22994	ENSMUSG00000043472	Lce3d
22995	ENSMUSG00000011257	Pabpc4
22996	ENSMUSG00000029784	Ssmem1
22997	ENSMUSG00000054753	AU018091
22998	ENSMUSG00000085404	Gm12909
22999	ENSMUSG00000070330	Tmem235
23000	ENSMUSG00000074433	Lce3e
23001	ENSMUSG00000086530	Gm12910
23002	ENSMUSG00000038056	Kmt2c
23003	ENSMUSG00000031734	Irx3
23004	ENSMUSG00000068885	Lce3f
23005	ENSMUSG00000033196	Myh2
23006	ENSMUSG00000034773	BC030867
23007	ENSMUSG00000039329	Tex19.1
23008	ENSMUSG00000017713	Tha1
23009	ENSMUSG00000027913	Crct1
23010	ENSMUSG00000053499	Gm5444
23011	ENSMUSG00000027076	Timm10
23012	ENSMUSG00000031737	Irx5
23013	ENSMUSG00000056508	1700001K19Rik
23014	ENSMUSG00000000078	Klf6
23015	ENSMUSG00000018849	Wwc1
23016	ENSMUSG00000053113	Socs3
23017	ENSMUSG00000039321	Uts2r
23018	ENSMUSG00000029231	Pdgfra
23019	ENSMUSG00000054065	Pkp3
23020	ENSMUSG00000052533	Nup188
23021	ENSMUSG00000038080	Kdm1b
23022	ENSMUSG00000078817	Nlrp12
23023	ENSMUSG00000034768	Asb16
23024	ENSMUSG00000071764	Olfr1320
23025	ENSMUSG00000048652	Samd13
23026	ENSMUSG00000035200	Chrnb4
23027	ENSMUSG00000049439	Cyp20a1
23028	ENSMUSG00000054520	Sh3bp2
23029	ENSMUSG00000067971	Olfr1321
23030	ENSMUSG00000031738	Irx6
23031	ENSMUSG00000033721	Vav3
23032	ENSMUSG00000030838	Ush1c
23033	ENSMUSG00000068566	Myadm
23034	ENSMUSG00000021193	Pitrm1
23035	ENSMUSG00000022212	Cpne6
23036	ENSMUSG00000017715	Pgs1
23037	ENSMUSG00000034757	Tmub2
23038	ENSMUSG00000021270	Hsp90aa1
23039	ENSMUSG00000031740	Mmp2
23040	ENSMUSG00000038860	Garnl3
23041	ENSMUSG00000032726	Bmp8a
23042	ENSMUSG00000026782	Abi2
23043	ENSMUSG00000085177	Gm11209
23044	ENSMUSG00000085223	Gm11210
23045	ENSMUSG00000015627	Gata5
23046	ENSMUSG00000086139	Gm11211
23047	ENSMUSG00000082048	Gm11481
23048	ENSMUSG00000083635	Gm11480
23049	ENSMUSG00000067194	Eif1ax
23050	ENSMUSG00000032307	Ube2q2
23051	ENSMUSG00000022793	B4galt4
23052	ENSMUSG00000096370	Gm21992
23053	ENSMUSG00000082141	Gm11212
23054	ENSMUSG00000005034	Prkacb
23055	ENSMUSG00000025494	Sigirr
23056	ENSMUSG00000078816	Prkcg
23057	ENSMUSG00000033192	Lpcat2
23058	ENSMUSG00000076436	Oxct2a
23059	ENSMUSG00000031111	Igsf1
23060	ENSMUSG00000033760	Rbm4b
23061	ENSMUSG00000022146	Osmr
23062	ENSMUSG00000024436	Mrps18b
23063	ENSMUSG00000038963	Slco4a1
23064	ENSMUSG00000025169	Ogfod3
23065	ENSMUSG00000047632	Fgfbp3
23066	ENSMUSG00000069806	Cacng7
23067	ENSMUSG00000054662	Ano9
23068	ENSMUSG00000061414	Efcab4b
23069	ENSMUSG00000020010	Vnn3
23070	ENSMUSG00000031503	Col4a2
23071	ENSMUSG00000078144	Capns2
23072	ENSMUSG00000061411	8430427H17Rik
23073	ENSMUSG00000009621	Vav2
23074	ENSMUSG00000030350	Prmt8
23075	ENSMUSG00000092210	A930009A15Rik
23076	ENSMUSG00000094936	Rbm4
23077	ENSMUSG00000028069	Gpatch4
23078	ENSMUSG00000028480	Glipr2
23079	ENSMUSG00000040565	Btaf1
23080	ENSMUSG00000053395	Cacng8
23081	ENSMUSG00000026014	Raph1
23082	ENSMUSG00000050232	Cxcr3
23083	ENSMUSG00000019528	Gyg
23084	ENSMUSG00000034127	Tspan8
23085	ENSMUSG00000049422	Chchd10
23086	ENSMUSG00000032309	Fbxo22
23087	ENSMUSG00000050157	Gm867
23088	ENSMUSG00000093382	Vmn1r-ps14
23089	ENSMUSG00000037260	Hgsnat
23090	ENSMUSG00000093666	Vmn1r-ps15
23091	ENSMUSG00000055368	Slc6a2
23092	ENSMUSG00000093560	Gm6695
23093	ENSMUSG00000049436	Upk1b
23094	ENSMUSG00000093743	Vmn1r-ps17
23095	ENSMUSG00000078815	Cacng6
23096	ENSMUSG00000024187	Itfg3
23097	ENSMUSG00000093708	Gm20718
23098	ENSMUSG00000024083	Pja2
23099	ENSMUSG00000093693	Gm20719
23100	ENSMUSG00000046774	8030474K03Rik
23101	ENSMUSG00000093731	Vmn1r-ps18
23102	ENSMUSG00000025495	Ptdss2
23103	ENSMUSG00000093522	Vmn1r-ps19
23104	ENSMUSG00000059995	Atxn7l3
23105	ENSMUSG00000093547	Gm20674
23106	ENSMUSG00000009487	Otog
23107	ENSMUSG00000093702	Vmn1r-ps20
23108	ENSMUSG00000028443	Nudt2
23109	ENSMUSG00000020156	Mum1
23110	ENSMUSG00000093461	Vmn1r-ps21
23111	ENSMUSG00000026012	Cd28
23112	ENSMUSG00000053338	Tarm1
23113	ENSMUSG00000093747	Gm20673
23114	ENSMUSG00000086953	4933437N03Rik
23115	ENSMUSG00000055254	Ntrk2
23116	ENSMUSG00000093518	Vmn1r-ps22
23117	ENSMUSG00000083943	Gm11483
23118	ENSMUSG00000093588	Vmn1r-ps23
23119	ENSMUSG00000020787	P2rx1
23120	ENSMUSG00000093741	Gm20672
23121	ENSMUSG00000084782	Gm11213
23122	ENSMUSG00000092323	BB365896
23123	ENSMUSG00000030351	Tspan11
23124	ENSMUSG00000086817	Gm11482
23125	ENSMUSG00000073045	Gm5570
23126	ENSMUSG00000084345	Rpl17-ps4
23127	ENSMUSG00000009471	Myod1
23128	ENSMUSG00000027075	Slc43a1
23129	ENSMUSG00000054594	Oscar
23130	ENSMUSG00000000903	Vpreb3
23131	ENSMUSG00000079481	Nhsl2
23132	ENSMUSG00000032311	Nrg4
23133	ENSMUSG00000045975	C2cd2
23134	ENSMUSG00000026011	Ctla4
23135	ENSMUSG00000068264	Ap5s1
23136	ENSMUSG00000058975	Kcnc1
23137	ENSMUSG00000039307	Hexdc
23138	ENSMUSG00000034334	Fam151b
23139	ENSMUSG00000020664	Dld
23140	ENSMUSG00000024327	Slc39a7
23141	ENSMUSG00000020079	Supv3l1
23142	ENSMUSG00000033255	Gm5134
23143	ENSMUSG00000038650	Rnh1
23144	ENSMUSG00000028483	Snapc3
23145	ENSMUSG00000020151	Ptprr
23146	ENSMUSG00000035674	Ndufa3
23147	ENSMUSG00000005672	Kit
23148	ENSMUSG00000049336	Tenm2
23149	ENSMUSG00000030839	Sergef
23150	ENSMUSG00000021706	Zfyve16
23151	ENSMUSG00000028070	Apoa1bp
23152	ENSMUSG00000056328	Myh1
23153	ENSMUSG00000086176	Gm15534
23154	ENSMUSG00000046962	Zbtb21
23155	ENSMUSG00000079001	4930404H24Rik
23156	ENSMUSG00000042323	Pbrm1
23157	ENSMUSG00000070999	Ccin
23158	ENSMUSG00000090939	Gm17147
23159	ENSMUSG00000025499	Hras
23160	ENSMUSG00000082115	Gm15490
23161	ENSMUSG00000029106	Add1
23162	ENSMUSG00000051036	Ttc24
23163	ENSMUSG00000001225	Slc26a3
23164	ENSMUSG00000030352	Tspan9
23165	ENSMUSG00000026009	Icos
23166	ENSMUSG00000027912	Lce1m
23167	ENSMUSG00000056941	Commd7
23168	ENSMUSG00000073821	8030451A03Rik
23169	ENSMUSG00000009350	Mpo
23170	ENSMUSG00000096879	Gm4858
23171	ENSMUSG00000071047	Ces1a
23172	ENSMUSG00000071553	Cpa2
23173	ENSMUSG00000078657	Crnn
23174	ENSMUSG00000020785	Camkk1
23175	ENSMUSG00000049764	Zfp280b
23176	ENSMUSG00000006335	Tfpt
23177	ENSMUSG00000040046	Tph1
23178	ENSMUSG00000078964	Ces1b
23179	ENSMUSG00000085689	Gm16838
23180	ENSMUSG00000092394	Gm20445
23181	ENSMUSG00000093504	Vmn1r-ps24
23182	ENSMUSG00000021377	Dek
23183	ENSMUSG00000020226	Slc5a4b
23184	ENSMUSG00000006456	Rbm14
23185	ENSMUSG00000028478	Clta
23186	ENSMUSG00000049133	Flg2
23187	ENSMUSG00000022798	4930435E12Rik
23188	ENSMUSG00000029414	Kntc1
23189	ENSMUSG00000034108	Ccs
23190	ENSMUSG00000070883	Ccdc173
23191	ENSMUSG00000068015	Lrch1
23192	ENSMUSG00000057400	Ces1c
23193	ENSMUSG00000038637	Lrrc56
23194	ENSMUSG00000024188	Luc7l
23195	ENSMUSG00000067872	Ccdc87
23196	ENSMUSG00000022790	Igsf11
23197	ENSMUSG00000086755	Gm11216
23198	ENSMUSG00000080717	B230307C23Rik
23199	ENSMUSG00000039070	Cpa4
23200	ENSMUSG00000083282	Ctsf
23201	ENSMUSG00000006763	Saal1
23202	ENSMUSG00000095834	Tdgf1-ps1
23203	ENSMUSG00000083579	Gm15538
23204	ENSMUSG00000073377	AU016765
23205	ENSMUSG00000039936	Pik3cd
23206	ENSMUSG00000081809	Gm15539
23207	ENSMUSG00000085048	Gm15537
23208	ENSMUSG00000084154	Gm15644
23209	ENSMUSG00000048101	Olfr19
23210	ENSMUSG00000028068	Iqgap3
23211	ENSMUSG00000084790	Gm15879
23212	ENSMUSG00000087231	E230016M11Rik
23213	ENSMUSG00000037251	Pomk
23214	ENSMUSG00000056973	Ces1d
23215	ENSMUSG00000027831	Veph1
23216	ENSMUSG00000089645	Gm5766
23217	ENSMUSG00000027088	Phospho2
23218	ENSMUSG00000048665	Gm27015
23219	ENSMUSG00000084304	Gm6142
23220	ENSMUSG00000027568	Ntsr1
23221	ENSMUSG00000070343	Gm10288
23222	ENSMUSG00000015994	Fnta
23223	ENSMUSG00000022783	Spag6
23224	ENSMUSG00000083585	Gm15885
23225	ENSMUSG00000041020	Map7d2
23226	ENSMUSG00000086944	Gm15859
23227	ENSMUSG00000086464	Gm15835
23228	ENSMUSG00000041991	Hrnr
23229	ENSMUSG00000033987	Dnah17
23230	ENSMUSG00000087168	Gm15983
23231	ENSMUSG00000074623	Gm826
23232	ENSMUSG00000083505	Gm7541
23233	ENSMUSG00000040632	Nrl
23234	ENSMUSG00000068674	Gm10247
23235	ENSMUSG00000032480	Dhx30
23236	ENSMUSG00000098100	Gm7572
23237	ENSMUSG00000054263	Lifr
23238	ENSMUSG00000025500	1600016N20Rik
23239	ENSMUSG00000074622	Mafb
23240	ENSMUSG00000078956	Gm14221
23241	ENSMUSG00000040026	Saa3
23242	ENSMUSG00000041984	Rptn
23243	ENSMUSG00000056281	Olfr1322
23244	ENSMUSG00000040017	Saa4
23245	ENSMUSG00000024085	Man2a1
23246	ENSMUSG00000098170	Gm3890
23247	ENSMUSG00000085032	Gm11217
23248	ENSMUSG00000032313	AI118078
23249	ENSMUSG00000037234	Hook3
23250	ENSMUSG00000046957	Spz1
23251	ENSMUSG00000074115	Saa1
23252	ENSMUSG00000081941	Gm11218
23253	ENSMUSG00000008373	Prpf31
23254	ENSMUSG00000080805	Gm11219
23255	ENSMUSG00000083080	Gm11484
23256	ENSMUSG00000057465	Saa2
23257	ENSMUSG00000021703	Serinc5
23258	ENSMUSG00000082053	Gm11220
23259	ENSMUSG00000038618	Rassf7
23260	ENSMUSG00000070544	Top1
23261	ENSMUSG00000006457	Actn3
23262	ENSMUSG00000081435	Gm11403
23263	ENSMUSG00000052062	Pard3b
23264	ENSMUSG00000080815	Hmgb1-rs18
23265	ENSMUSG00000036745	Ttll7
23266	ENSMUSG00000020783	1200014J11Rik
23267	ENSMUSG00000083087	Gm11249
23268	ENSMUSG00000086364	Gm11751
23269	ENSMUSG00000049191	Rgag4
23270	ENSMUSG00000081231	Tcp1-ps1
23271	ENSMUSG00000027569	Mrgbp
23272	ENSMUSG00000052415	Tchh
23273	ENSMUSG00000037523	Mavs
23274	ENSMUSG00000005354	Txn2
23275	ENSMUSG00000086790	Gm12911
23276	ENSMUSG00000079480	Pin4
23277	ENSMUSG00000082553	Gm11404
23278	ENSMUSG00000037957	Wdr20a
23279	ENSMUSG00000027908	Tchhl1
23280	ENSMUSG00000032314	Etfa
23281	ENSMUSG00000027907	S100a11
23282	ENSMUSG00000028484	Psip1
23283	ENSMUSG00000038068	Rnf144b
23284	ENSMUSG00000030077	Chl1
23285	ENSMUSG00000051220	Ercc6l
23286	ENSMUSG00000049401	Ogfr
23287	ENSMUSG00000056458	Stk30
23288	ENSMUSG00000037440	Vnn1
23289	ENSMUSG00000059857	Ntng1
23290	ENSMUSG00000042032	Mat2b
23291	ENSMUSG00000039652	Cpeb3
23292	ENSMUSG00000050504	Olfr1323
23293	ENSMUSG00000082998	Gm11221
23294	ENSMUSG00000021702	Thbs4
23295	ENSMUSG00000087384	Gm15558
23296	ENSMUSG00000085627	Gm11222
23297	ENSMUSG00000050896	Rtn4rl2
23298	ENSMUSG00000031320	Rps4x
23299	ENSMUSG00000048173	Olfr1324
23300	ENSMUSG00000024088	4930583I09Rik
23301	ENSMUSG00000001865	Cpa3
23302	ENSMUSG00000027832	Ptx3
23303	ENSMUSG00000045502	Niacr1
23304	ENSMUSG00000046312	AI464131
23305	ENSMUSG00000040618	Pck2
23306	ENSMUSG00000046341	Gm11223
23307	ENSMUSG00000039220	Ppp1r10
23308	ENSMUSG00000056379	Taar1
23309	ENSMUSG00000084342	Gm11224
23310	ENSMUSG00000053588	A730061H03Rik
23311	ENSMUSG00000049241	Gpr81
23312	ENSMUSG00000059763	Taar2
23313	ENSMUSG00000047324	4931429P17Rik
23314	ENSMUSG00000038611	Phrf1
23315	ENSMUSG00000094083	Gm1604A
23316	ENSMUSG00000074056	Gm10615
23317	ENSMUSG00000031112	2610018G03Rik
23318	ENSMUSG00000082368	Gm11225
23319	ENSMUSG00000069708	Taar3
23320	ENSMUSG00000041959	S100a10
23321	ENSMUSG00000075370	Igll1
23322	ENSMUSG00000097129	4930507D05Rik
23323	ENSMUSG00000042155	Klhl23
23324	ENSMUSG00000045036	Tmem232
23325	ENSMUSG00000027074	Slc43a3
23326	ENSMUSG00000095687	Rnaset2a
23327	ENSMUSG00000035632	Cnot3
23328	ENSMUSG00000011463	Cpb1
23329	ENSMUSG00000096860	Tdpoz2
23330	ENSMUSG00000074734	4933416C03Rik
23331	ENSMUSG00000023106	Denr
23332	ENSMUSG00000020078	Vps26a
23333	ENSMUSG00000071671	Gm10343
23334	ENSMUSG00000095369	Gm21859
23335	ENSMUSG00000039294	BC017643
23336	ENSMUSG00000094084	Tdpoz1
23337	ENSMUSG00000006463	Zdhhc24
23338	ENSMUSG00000080790	Gm7638
23339	ENSMUSG00000069707	Taar4
23340	ENSMUSG00000023022	Lima1
23341	ENSMUSG00000021379	Id4
23342	ENSMUSG00000081052	Gm6305
23343	ENSMUSG00000093841	Gm5852
23344	ENSMUSG00000080902	Gm11226
23345	ENSMUSG00000061959	Ces1e
23346	ENSMUSG00000061080	Lsamp
23347	ENSMUSG00000082653	Gm15897
23348	ENSMUSG00000069706	Taar5
23349	ENSMUSG00000027285	Haus2
23350	ENSMUSG00000068879	Gm5773
23351	ENSMUSG00000085732	Gm4279
23352	ENSMUSG00000014418	Hps5
23353	ENSMUSG00000045111	Taar6
23354	ENSMUSG00000060256	Tdpoz4
23355	ENSMUSG00000087526	Gm15738
23356	ENSMUSG00000086550	1810007I06Rik
23357	ENSMUSG00000059305	Vpreb1
23358	ENSMUSG00000095647	Taar7a
23359	ENSMUSG00000058005	Tdpoz3
23360	ENSMUSG00000089818	Gm15950
23361	ENSMUSG00000020154	Ptprb
23362	ENSMUSG00000082554	Gm15806
23363	ENSMUSG00000074429	Gm9116
23364	ENSMUSG00000095171	Taar7b
23365	ENSMUSG00000038762	Abcf1
23366	ENSMUSG00000082277	Gm15807
23367	ENSMUSG00000078813	Leng1
23368	ENSMUSG00000047261	Gap43
23369	ENSMUSG00000095822	Gm9117
23370	ENSMUSG00000083536	Gm15808
23371	ENSMUSG00000095569	Taar7d
23372	ENSMUSG00000042961	Egflam
23373	ENSMUSG00000094163	Tdpoz5
23374	ENSMUSG00000032318	Isl2
23375	ENSMUSG00000069703	Taar7e
23376	ENSMUSG00000031725	Ces1f
23377	ENSMUSG00000094328	Gm9125
23378	ENSMUSG00000093811	Taar7f
23379	ENSMUSG00000050954	Zfp169
23380	ENSMUSG00000036131	Frmd7
23381	ENSMUSG00000029788	Cpa5
23382	ENSMUSG00000020330	Hmmr
23383	ENSMUSG00000095251	Gm10697
23384	ENSMUSG00000096442	Taar8a
23385	ENSMUSG00000025498	Irf7
23386	ENSMUSG00000074424	Gm10696
23387	ENSMUSG00000085612	Gm15868
23388	ENSMUSG00000028441	1110017D15Rik
23389	ENSMUSG00000054988	Agtr1b
23390	ENSMUSG00000027570	Col9a3
23391	ENSMUSG00000087557	Gm15869
23392	ENSMUSG00000022214	Dcaf11
23393	ENSMUSG00000083549	Gm11227
23394	ENSMUSG00000090268	Gm5286
23395	ENSMUSG00000084937	Gm11228
23396	ENSMUSG00000013878	Rnf170
23397	ENSMUSG00000069135	Fgfr1op
23398	ENSMUSG00000089696	Gm4778
23399	ENSMUSG00000026774	4931423N10Rik
23400	ENSMUSG00000068882	Ssb
23401	ENSMUSG00000021704	Mtx3
23402	ENSMUSG00000057074	Ces1g
23403	ENSMUSG00000020077	Srgn
23404	ENSMUSG00000054446	Cpa1
23405	ENSMUSG00000094935	Gm9726
23406	ENSMUSG00000057003	Myh4
23407	ENSMUSG00000061882	Ccdc62
23408	ENSMUSG00000019734	Tmc4
23409	ENSMUSG00000092113	Taar8b
23410	ENSMUSG00000051159	Cited1
23411	ENSMUSG00000096204	Taar8c
23412	ENSMUSG00000074156	Ces1h
23413	ENSMUSG00000047414	Flrt2
23414	ENSMUSG00000037424	Taar9
23415	ENSMUSG00000021271	Zfp839
23416	ENSMUSG00000020153	Ndufs7
23417	ENSMUSG00000059695	1700019M22Rik
23418	ENSMUSG00000025497	Cdhr5
23419	ENSMUSG00000019998	Stx7
23420	ENSMUSG00000027833	Shox2
23421	ENSMUSG00000006599	Gtf2h1
23422	ENSMUSG00000021276	Cinp
23423	ENSMUSG00000050836	Ntng1
23424	ENSMUSG00000024091	Vapa
23425	ENSMUSG00000056771	Gm10010
23426	ENSMUSG00000021003	Galc
23427	ENSMUSG00000049300	Prmt6
23428	ENSMUSG00000027478	Dnmt3b
23429	ENSMUSG00000027630	Tbl1xr1
23430	ENSMUSG00000005947	Itgae
23431	ENSMUSG00000021557	Agtpbp1
23432	ENSMUSG00000050612	Txndc2
23433	ENSMUSG00000028184	Lphn2
23434	ENSMUSG00000009356	Lpo
23435	ENSMUSG00000028145	Them4
23436	ENSMUSG00000038580	Sct
23437	ENSMUSG00000052407	Ccdc171
23438	ENSMUSG00000074268	Amy2a5
23439	ENSMUSG00000031504	Rab20
23440	ENSMUSG00000016933	Plcg1
23441	ENSMUSG00000056515	Rab31
23442	ENSMUSG00000025496	Drd4
23443	ENSMUSG00000034007	Scaper
23444	ENSMUSG00000021275	Tecpr2
23445	ENSMUSG00000027073	Prg2
23446	ENSMUSG00000096770	Amy2a4
23447	ENSMUSG00000058886	Deaf1
23448	ENSMUSG00000030353	Tead4
23449	ENSMUSG00000053583	Gm9912
23450	ENSMUSG00000063229	Ldha
23451	ENSMUSG00000047676	Rpsa-ps10
23452	ENSMUSG00000058019	Ces5a
23453	ENSMUSG00000022779	Top3b
23454	ENSMUSG00000035596	Mboat7
23455	ENSMUSG00000047419	Cmya5
23456	ENSMUSG00000054934	Kcnmb4
23457	ENSMUSG00000031505	Carkd
23458	ENSMUSG00000067567	Hdac8
23459	ENSMUSG00000039167	Eltd1
23460	ENSMUSG00000025505	Tmem80
23461	ENSMUSG00000020923	Ubtf
23462	ENSMUSG00000031748	Gnao1
23463	ENSMUSG00000026918	Brd3
23464	ENSMUSG00000021196	Pfkp
23465	ENSMUSG00000022708	Zbtb20
23466	ENSMUSG00000027072	Prg3
23467	ENSMUSG00000069315	Gm7731
23468	ENSMUSG00000080704	Gm6031
23469	ENSMUSG00000037514	Pank2
23470	ENSMUSG00000071637	Cebpd
23471	ENSMUSG00000030851	Ldhc
23472	ENSMUSG00000098037	Gm7765
23473	ENSMUSG00000021886	Gpr65
23474	ENSMUSG00000000915	Hip1r
23475	ENSMUSG00000025504	Eps8l2
23476	ENSMUSG00000050029	Rap2c
23477	ENSMUSG00000047905	Gm8566
23478	ENSMUSG00000034121	Mks1
23479	ENSMUSG00000061950	Ppp4r1
23480	ENSMUSG00000096086	Gm4761
23481	ENSMUSG00000079230	Gm11065
23482	ENSMUSG00000089861	Gm16139
23483	ENSMUSG00000072477	Gm10360
23484	ENSMUSG00000028479	Gne
23485	ENSMUSG00000083192	Rpl31-ps12
